Rol;dvRol;Rut;Dv;Nombre;Calle;Numero;Aclara;Pat_cTIPOPATTE;InicioActividad;CasaMatriz;Giro;Provisoria;IngProvisoria;Vencimiento;EstadoLic;CODIGO SII;ACTIVIDAD SII;Monto_Patente;EstadoPago
861879;8;76422040;4;GESTION EXTERNA S.A.;SANTA LUCIA;150;PISO;COMERCIAL;07-04-2014;SUCURSAL EN LA COMUNA ;OFICINA DE GESTION Y TRATAMIENTOS DE PRESTAMOS;DEFINITIVA;01-10-2014;01-10-2015;VIGENTE;659290;OTROS INSTITUCIONES FINANCIERAS N.C.P.;283307;PAGADO
862066;0;76422040;4;GESTION EXTERNA S.A.;HUERFANOS;779;OFICINA;COMERCIAL;21-12-2005;SUCURSAL EN LA COMUNA ;GESTION Y TRAMITACION DE PRESTAMOS;DEFINITIVA;09-10-2014;09-10-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;445970;PAGADO
862131;4;76422040;4;GESTION EXTERNA S.A.;SANTA LUCIA;150;PISO;COMERCIAL;13-10-2014;SUCURSAL EN LA COMUNA ;GESTION Y TRAMITACION DE PRESTAMOS;DEFINITIVA;14-10-2014;14-10-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;323459;PAGADO
865469;7;76422040;4;GESTION EXTERNA S.A.;HUERFANOS;779;OFICINA;COMERCIAL;18-03-2015;SUCURSAL EN LA COMUNA ;GESTION Y TRAMITACION DE PRESTAMOS;PROVISORIA;20-03-2015;20-03-2016;VIGENTE;659290;OTROS INSTITUCIONES FINANCIERAS N.C.P.;162663;PAGADO
868893;1;76422040;4;GESTION EXTERNA S.A.;SANTA LUCIA;150;PISO;COMERCIAL;06-08-2015;SUCURSAL EN LA COMUNA ;OFICINA DE GESTION Y TRAMITACION DE PRESTAMOS;PROVISORIA;19-08-2015;18-08-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;323459;PAGADO
864271;0;76422041;2;EMEDE CONSTRUCTORA SPA;AHUMADA;131;OFICINA;COMERCIAL;22-10-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE OBRAS MENORES EN CONSTRUCCION;DEFINITIVA;28-01-2015;28-01-2016;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);69046;GIRADO
869494;K;76422095;1;SOLUCIONES DE INGENIERIA Y CONSTRUCCION LIMITADA;AVENIDA RICARDO CUMMING;122;OFICINA;COMERCIAL;08-11-2014;CASA MATRIZ ;OFICINA DE SERVICIOS DE CONSULTORIA, INGENIERIA Y CONSTRUCCION MULTIDISCIPLINARIA;DEFINITIVA;09-09-2015;08-09-2016;VIGENTE;452020;OBRAS DE INGENIERÍA;69046;GIRADO
863258;8;76422152;4;ALERTA VEINTICUATRO SIETE SEGURIDAD PRIVADA LTDA;TEATINOS;371;OFICINA;COMERCIAL;06-10-2014;CASA MATRIZ ;OFICINA DE SEGURIDAD PRIVADA;DEFINITIVA;04-12-2014;04-12-2015;VIGENTE;749221;SERVICIOS INTEGRALES DE SEGURIDAD;69046;GIRADO
861445;8;76422218;0;INVERSIONES E INMOBILIARIA RODASOCCER SPA;DOCTOR MOORE;1891;OFICINA;COMERCIAL;03-09-2014;CASA MATRIZ ;CANCHA DE BABY FUTBOL;DEFINITIVA;09-09-2014;09-09-2015;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;69046;PAGADO
862860;2;76422334;9;RELOJERIA SANTIAGO SPA;MERCED;832;LOCAL;COMERCIAL;22-09-2014;CASA MATRIZ ;RELOJERIA;DEFINITIVA;18-11-2014;18-11-2015;VIGENTE;523950;COMERCIO AL POR MENOR DE ARTÍCULOS DE JOYERÍA, FANTASÍAS Y RELOJERÍAS;69046;GIRADO
861526;8;76422354;3;ASESORIAS Y GESTION INMOBILIARIA INTEGRIDAD LTDA.;AHUMADA;11;OFICINA;COMERCIAL;03-09-2014;CASA MATRIZ ;DOMICILIO POSTAL DE CORRETAJE DE PROPIEDADES;DEFINITIVA;12-09-2014;12-09-2015;VIGENTE;702000;CORREDORES DE PROPIEDADES;22293;GIRADO
861667;1;76422639;9;VALERO & URIBE EVENTOS LIMITADA;SAN ANTONIO;378;OFICINA;COMERCIAL;23-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE BANQUETERIA, FESTEJOS Y ORGANIZACIÓN DE EVENTOS;DEFINITIVA;23-09-2014;23-09-2015;VIGENTE;552050;SERVICIOS DE BANQUETES, BODAS Y OTRAS CELEBRACIONES;22293;GIRADO
866546;K;76422669;0;COMERCIAL ZHUDA SPA;ALONSO OVALLE;1060;LOCAL;COMERCIAL;05-05-2015;CASA MATRIZ ;VENTA DE CALZADOS POR MAYOR Y DETALLE;DEFINITIVA;14-05-2015;13-05-2016;VIGENTE;523210;VENTA AL POR MENOR DE CALZADO;22293;PAGADO
861431;8;76422696;8;LIBERONA & SEPULVEDA ABOGADOS LIMITADA;AHUMADA;131;OFICINA;COMERCIAL;05-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ESTUDIO JURIDICO;DEFINITIVA;08-09-2014;08-09-2015;VIGENTE;741110;SERVICIOS JURÍDICOS;69046;GIRADO
868817;6;76422715;8;COMERCIAL ENFOQUE HOLISTICO LIMITADA;CONCHA Y TORO;19;OFICINA;COMERCIAL;04-09-2014;CASA MATRIZ ;CAPACITACIONES, TERAPIAS PSICOLOGICAS, COMPLEMENTARIAS Y VENTA DE PRODUCTOS AFINES, CAPACIDAD MENOR A 100 PERSONAS;PROVISORIA;14-08-2015;13-08-2016;VIGENTE;809041;EDUCACIÓN A DISTANCIA (INTERNET, CORRESPONDENCIA, OTRAS);69046;GIRADO
861978;6;76422764;6;CONSTRUCIONES CHL SPA;AHUMADA;11;OFICINA;COMERCIAL;09-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE OBRAS MENORES EN CONSTRUCCION;DEFINITIVA;07-10-2014;07-10-2015;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;GIRADO
864828;K;76422827;8;SOCIEDAD COMER DE ALIMENTOS LATINO AMERICANO LTDA;ALAMEDA L. BERNARDO OHIGGINS;2548;OFICINA;COMERCIAL;11-10-2014;CASA MATRIZ ;RESTAURANTE COMERCIAL;PROVISORIA;19-02-2015;19-02-2016;VIGENTE;552010;RESTAURANTES;177911;GIRADO
869459;1;76422941;K;SOCIEDAD LONCOMIL PARADA LTDA;MONEDA;772;LOCAL;COMERCIAL;01-09-2015;CASA MATRIZ ;SERVICIOS DE PODOLOGIA,MANICURE,PEDICURE,COMPRA VENTA DE ARTICULOS ORTOPEDICOS Y PARA EL CUIDADO DE LOS PIES,CPA.VENTA ART.PODOLOGICOS Y ESTETICOS;DEFINITIVA;08-09-2015;07-09-2016;VIGENTE;523130;VENTA AL POR MENOR DE ARTÍCULOS ORTOPÉDICOS;69046;PAGADO
861895;K;76423197;K;ECO AVENTURA KEU-KEN E.I.R.L.;CARMEN;566;DEPTO;COMERCIAL;23-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ACTIVIDADES DEPORTIVAS Y DE ESPARCIMIENTO, COMPRA Y VENTA DE ARTÍCULOS DEPORTIVOS.;DEFINITIVA;02-10-2014;02-10-2015;VIGENTE;523943;COMERCIO AL POR MENOR DE ARTÍCULOS DEPORTIVOS;22293;GIRADO
861591;8;76423204;6;COMERCIAL Y SERVICIOS LB LIMITADA;SAN ANTONIO;378;DEPTO;COMERCIAL;11-09-2014;CASA MATRIZ ;OF. ADMINISTRATIVA, COMERCIALIZACIÓN Y SERVICIOS;DEFINITIVA;16-09-2014;16-09-2015;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;PAGADO
868300;K;76423273;9;COMERCIAL BONITA JEANS SPA;FRANKLIN;979;LOCAL;COMERCIAL;12-01-2015;CASA MATRIZ ;VENTAS AL POR MENOR Y MAYOR DE PRENDAS DE VESTIR;DEFINITIVA;28-07-2015;27-07-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;72378;GIRADO
864134;K;76423277;1;PALACIOS Y COMPAÑIA LIMITADA;HUERFANOS;1160;OFICINA;COMERCIAL;12-01-2015;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE SERVICIOS DE LIMPIEZA Y SANITIZACION A VAPOR;DEFINITIVA;22-01-2015;22-01-2016;VIGENTE;502010;SERVICIO DE LAVADO DE VEHÍCULOS AUTOMOTORES;28144;GIRADO
868522;3;76423303;4;IMPORTADORA Y EXPORTADORA LUCIA LIMITADA;SAN ALFONSO;299;LOCAL;COMERCIAL;03-08-2015;SUCURSAL EN LA COMUNA ;VENTA DE PRENDAS DE VESTIR;DEFINITIVA;04-08-2015;03-08-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;86959;PAGADO
863972;8;76423315;8;IMPORTADORA TEXTIL NASSAR SPA;SALVADOR SANFUENTES;2647;LOCAL;COMERCIAL;13-01-2015;CASA MATRIZ ;IMPORTADORA, COMPRA VENTA PRENDAS DE VESTIR;DEFINITIVA;14-01-2015;14-01-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;58815;PAGADO
866440;4;76423329;8;SERVICIOS ALIMENTICIOS VENGREDO SPA;AVENIDA PORTUGAL;1091;OFICINA;COMERCIAL;13-01-2015;CASA MATRIZ ;ELABORACION DE PLATOS PREPARADOS FRIOS Y CALIENTES PARA LLEVAR;PROVISORIA;11-05-2015;10-05-2016;VIGENTE;552020;ESTABLECIMIENTOS DE COMIDA RÁPIDA (BARES, FUENTES DE SODA, GELATERÍAS, PIZZERÍAS Y SIMILARES);69046;PAGADO
863983;3;76423362;K;COMERCIAL FIGURE LIMITADA;UNION AMERICANA;112;OFICINA;COMERCIAL;13-01-2015;CASA MATRIZ ;COMPRA VENTA CALCETAS, CALCETINES, PANTYS, Y PRENDAS DE VESTIR;DEFINITIVA;14-01-2015;14-01-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;73558;PAGADO
864749;6;76423369;7;MAS SALUD  S.A.;MONJITAS;527;OFICINA;COMERCIAL;13-01-2015;CASA MATRIZ ;OFICINA ADM. ATENCIÓN AMBULATORIA A DOMICILIO, CLINICAS;DEFINITIVA;17-02-2015;17-02-2016;VIGENTE;851212;ESTABLECIMIENTOS MÉDICOS DE ATENCIÓN AMBULATORIA (CENTROS MÉDICOS);22293;PAGADO
864617;1;76423412;K;GESTION EMPRESARIAL SPA;AHUMADA;11;OFICINA;COMERCIAL;14-01-2015;CASA MATRIZ ;OFICINA DE ASESORIAS COMERCIALES;DEFINITIVA;11-02-2015;11-02-2016;VIGENTE;671929;EMPRESAS DE ASESORÍA, CONSULTORÍA FINANCIERA Y DE APOYO AL GIRO;24123;PAGADO
868244;5;76423429;4;IMPORTADORA Y EXPORTADORA XINKAI CHILE LTDA.;SAN ALFONSO;299;LOCAL;COMERCIAL;14-01-2015;SUCURSAL EN LA COMUNA ;VENTA AL POR MAYOR DE VESTUARIO Y ACCESORIOS;DEFINITIVA;27-07-2015;26-07-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;66856;PAGADO
871514;9;76423429;4;IMPORTADORA Y EXPORTADORA XINKAI CHILE LTDA.;SAZIE;2930;LOCAL;COMERCIAL;18-11-2015;SUCURSAL EN LA COMUNA ;VENTA DE PRENDAS DE VESTIR Y ACCESORIOS;PROVISORIA;18-11-2015;17-05-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;66856;PAGADO
867436;1;76423461;8;JAIME EUGENIO PROHENS SOMMELLA Y COMPANIA;HUERFANOS;1160;OFICINA;COMERCIAL;14-01-2015;CASA MATRIZ ;OFICINA ADM. SOC.INVERSIONES Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;DEFINITIVA;19-06-2015;19-06-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;40206;PAGADO
867435;3;76423464;2;JUAN JAIME PROHENS SOMMELLA Y COMPANIA;HUERFANOS;1160;OFICINA;COMERCIAL;14-01-2015;CASA MATRIZ ;OFICINA ADM.SOC.DE INVERSIONES Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;DEFINITIVA;19-06-2015;19-06-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;40286;PAGADO
867438;8;76423472;3;FRANCISCO JAVIER PROHENS SOMMELLA Y COMPANIA;HUERFANOS;1160;OFICINA;COMERCIAL;14-01-2015;CASA MATRIZ ;OFICINA ADM. SOC.INVERSIONES Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;DEFINITIVA;19-06-2015;19-06-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;48327;PAGADO
866417;K;76423557;6;ESTUDIO JURIDICO E INMOBILIARIO CELIS & QUIROZ LTD;COMPAÑIA;1291;OFICINA;COMERCIAL;15-01-2015;CASA MATRIZ ;OFICINA DE ESTUDIO JURIDICO E INMOBILIARIO;DEFINITIVA;08-05-2015;07-05-2016;VIGENTE;671929;EMPRESAS DE ASESORÍA, CONSULTORÍA FINANCIERA Y DE APOYO AL GIRO;69046;GIRADO
864192;7;76423619;K;CARLSON HOTELS CHILE SPA;MIRAFLORES;222;PISO;COMERCIAL;16-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA PARA CONSTRUIR, AMOBLAR, DESARROLLO, OPERACIÓN, ADMINISTRACIÓN RELACIONADAS A LA ACTIVIDAD HOTELERA;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;22293;PAGADO
864374;1;76423671;8;MAS TRANSPORTES SPA;AHUMADA;11;OFICINA;COMERCIAL;16-01-2015;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE TRANSPORTES DE PASAJEROS;DEFINITIVA;02-02-2015;02-02-2016;VIGENTE;602290;OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS N.C.P.;22293;GIRADO
864642;2;76423703;K;TEOCISA SPA;AGUSTINAS;814;OFICINA;COMERCIAL;19-01-2015;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE OBRAS MENORES DE CONSTRUCCION;DEFINITIVA;12-02-2015;12-02-2016;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);22293;PAGADO
864188;9;76423705;6;RB LA DEHESA MANAGEMENT SPA;MIRAFLORES;222;PISO;COMERCIAL;19-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA PARA CONSTRUIR, AMOBLAR, DESARROLLO, OPERACIÓN, ADMINISTRACIÓN RELACIONADA A LA ACTIVIDAD HOTELERA;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;22293;PAGADO
864190;0;76423708;0;RD CONCEPCION MANAGEMENT SPA;MIRAFLORES;222;PISO;COMERCIAL;19-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA PARA CONSTRUIR, AMOBLAR, DESARROLLO, OPERACIÓN, ADMINISTRACIÓN RELACIONADAS A LA ACTIVIDAD HOTELERA;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;22293;PAGADO
864187;0;76423715;3;RD CONCON MANAGEMENT SPA;MIRAFLORES;222;PISO;COMERCIAL;19-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA PARA CONSTRUIR, AMOBLAR, DESARROLLO, OPERACIÓN, ADMINISTRACIÓN RELACIONADAS A LA ACTIVIDAD HOTELERA;DEFINITIVA;26-01-2015;26-01-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;22293;PAGADO
868022;1;76424046;4;DUBAI E.I.R.L;JOSE MIGUEL DE LA BARRA;472;LOCAL;COMERCIAL;13-07-2015;SUCURSAL EN LA COMUNA ;COMERCIALIZACION , VENTA AL POR MAYOY Y AL DETALLE DE PRENDAS DE VESTIR, JOYAS Y ACCESORIOS;DEFINITIVA;17-07-2015;16-07-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;69046;PAGADO
861851;8;76424150;9;ASESORIAS Y SERVICIOS KESP LTD;SAN ANTONIO;486;OFICINA;COMERCIAL;23-12-2005;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE ASESORIAS Y SERVICIOS EMPRESARIALES;DEFINITIVA;30-09-2014;30-09-2015;VIGENTE;523930;COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWARES Y SUMINISTROS;196580;PAGADO
866562;1;76424260;2;CONSULTORES SMARTSOFT LIMITADA;SAN ANTONIO;540;OFICINA;COMERCIAL;23-12-2005;CASA MATRIZ ;OFICINA DE DESARROLLO DE SOTWARE Y SISTEMAS;DEFINITIVA;15-05-2015;14-05-2016;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;24929;GIRADO
861498;9;76424368;4;NEW CORP CLINIC E.I.R.L;AHUMADA;312;OFICINA;COMERCIAL;10-09-2014;CASA MATRIZ ;VENTA DE PRODUCTOS COSMETICOS;DEFINITIVA;10-09-2014;10-09-2015;VIGENTE;523140;VENTA AL POR MENOR DE ARTÍCULOS DE TOCADOR Y COSMÉTICOS;69046;GIRADO
862027;K;76424411;7;ALIS SPA;HUERFANOS;1160;OFICINA;COMERCIAL;24-09-2014;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE ASESORIAS EMPRESARIALES E INMOBILIARIO;DEFINITIVA;08-10-2014;08-10-2015;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;GIRADO
863734;2;76424586;5;GRC SERVICES IT RESEARCH & DEVELOPMENT SPA;SANTO DOMINGO;550;OFICINA;COMERCIAL;11-09-2014;CASA MATRIZ ;OFICINA ASESORIA Y CONSULTORIAS EN INFORMATICA;DEFINITIVA;30-12-2014;30-12-2015;VIGENTE;722000;ASESORES Y CONSULTORES EN INFORMÁTICA (SOFTWARE);69046;PAGADO
857699;8;76424720;5;SERVICIOS DE INGENIERIA Y CAPACITACION HECTOR LAZO E.I.R.L.;SAN IGNACIO;273;OFICINA;COMERCIAL;26-12-2005;SUCURSAL EN LA COMUNA ;DOMICILIO POSTAL TRIBUTARIO DE SERVICIOS DE EDUCACION POR INTERNET;DEFINITIVA;05-03-2014;05-03-2015;VIGENTE;726000;EMPRESAS DE SERVICIOS INTEGRALES DE INFORMÁTICA;250003;PAGADO
866670;9;76424804;K;TECNOLOGIA EN GESTION EMPRESARIAL IBUSS SPA;AGUSTINAS;853;OFICINA;COMERCIAL;11-09-2014;CASA MATRIZ ;OFICINA DE DESARROLLO DE PROCESOS INFORMATICOS PARA LA GESTION EMPRESARIAL;DEFINITIVA;19-05-2015;18-05-2016;VIGENTE;724000;PROCESAMIENTO DE DATOS Y ACTIVIDADES RELACIONADAS CON BASES DE DATOS;22293;GIRADO
863844;6;76424844;9;RHENSA SERVICIOS Y ASESORIAS LIMITADA;SAN ANTONIO;378;OFICINA;COMERCIAL;12-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE SEVICIOS DE ASESORIAS Y CONTABLES;DEFINITIVA;07-01-2015;07-01-2016;VIGENTE;741400;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN;22293;PAGADO
861593;4;76424903;8;EMPORIO BRIFF SPA.;BANDERA;537;OFICINA;COMERCIAL;11-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA INHERENTE A PRENDAS DE VESTIR Y ACCESORIOS;DEFINITIVA;16-09-2014;16-09-2015;VIGENTE;523220;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL, INCLUYE ACCESORIOS;69046;GIRADO
870469;4;76425029;K;ECOVEL SPA;AHUMADA;11;OFICINA;COMERCIAL;12-09-2014;CASA MATRIZ ;OFICINA ADMINISTRATIVA, IMPORTACION, COMERCIALIZACION DE ACCESORIOS ECOLOGICOS, PUBLICIDAD;DEFINITIVA;14-10-2015;13-10-2016;VIGENTE;523943;COMERCIO AL POR MENOR DE ARTÍCULOS DEPORTIVOS;22293;PAGADO
872531;4;76425098;2;INMOBILIARIA, INVERSIONES Y SERVICIOS MGPRO LIMITADA.;CATEDRAL;1227;OFICINA;COMERCIAL;19-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA.;PROVISORIA;22-12-2015;21-12-2016;VIGENTE;701009;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O ARRENDADOS;69046;GIRADO
864115;3;76425177;6;COMERCIAL XIONGLI ZHANG E.I.R.L;ALONSO OVALLE;1060;LOCAL;COMERCIAL;20-01-2015;CASA MATRIZ ;VENTA DE VESTUARIO, CARTERAS Y CALZADO;DEFINITIVA;21-01-2015;21-01-2016;VIGENTE;513100;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;22293;GIRADO
868312;3;76425187;3;CAMPOS DIEZ ABOGADOS LIMITADA;SAN ANTONIO;385;OFICINA;COMERCIAL;26-12-2014;CASA MATRIZ ;ESTUDIO JURIDICO;DEFINITIVA;28-07-2015;27-07-2016;VIGENTE;741110;SERVICIOS JURÍDICOS;22293;PAGADO
864858;1;76425192;K;LECOM LTDA.;HUERFANOS;1055;OFICINA;COMERCIAL;20-01-2015;CASA MATRIZ ;IMPORTADORA EXPORTADORA, Y COMERCIALIZACIÓN DE PRODUCTOS ELECTRÓNICOS, PRENDAS DE VESTIR.;DEFINITIVA;20-02-2015;20-02-2016;VIGENTE;525130;VENTA AL POR MENOR EN EMPRESAS DE VENTA A DISTANCIA VÍA INTERNET  COMERCIO ELECTRÓNICO;22293;GIRADO
867012;9;76425232;2;DIGITAL RIF SPA;ÑUBLE;761;OFICINA;COMERCIAL;21-01-2015;CASA MATRIZ ;SERVICIOS DE COMERCIALIZACIÓN Y DISTRIBUCIÓN DE ARTÍCULOS DE PUBLICIDAD;PROVISORIA;03-06-2015;02-06-2016;VIGENTE;743001;EMPRESAS DE PUBLICIDAD;69046;GIRADO
864110;2;76425235;7;REDES CONTRA INCENDIOS SPA;SAN ANTONIO;385;OFICINA;COMERCIAL;21-01-2015;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE OBRAS DE INGENIERIA;DEFINITIVA;21-01-2015;21-01-2016;VIGENTE;452020;OBRAS DE INGENIERÍA;22293;PAGADO
868796;K;76425315;9;IMPORTACION Y EXPORTACION GRUPO ZHANG LIMITADA;SAZIE;2605;OFICINA;COMERCIAL;09-07-2015;CASA MATRIZ ;VENTA DE CALCETINES, CARTERAS, PRENDAS DE VESTIR Y ACCESORIOS;DEFINITIVA;14-08-2015;13-08-2016;VIGENTE;523220;VENTA AL POR MENOR DE PRENDAS DE VESTIR EN GENERAL, INCLUYE ACCESORIOS;92878;GIRADO
871427;4;76425315;9;IMPORTACION Y EXPORTACION GRUPO ZHANG LIMITADA;SAZIE;2930;LOCAL;COMERCIAL;16-11-2015;SUCURSAL EN LA COMUNA ;VENTA DE PRENDAS DE VESTIR;PROVISORIA;16-11-2015;15-05-2016;VIGENTE;519000;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.;69815;GIRADO
864387;3;76425318;3;INVERSIONES TURISTICAS SPA;PASAJE MATTE;956;OFICINA;COMERCIAL;22-01-2015;CASA MATRIZ ;DOMICILIO POSTAL TRIBUTARIO DE SOCIEDAD DE INVERSIONES;DEFINITIVA;03-02-2015;03-02-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;22293;PAGADO
864878;6;76425421;K;INVERSIONES SARMIENTO;AVENIDA VIEL;1054;OFICINA;COMERCIAL;23-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;23-02-2015;23-02-2016;VIGENTE;659920;SOCIEDADES DE INVERSIÓN Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERAL;367717;PAGADO
866788;8;76425449;K;SOCIEDAD COMERCIAL QR SPA;LIRA;650;OFICINA;COMERCIAL;23-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA;DEFINITIVA;26-05-2015;25-05-2016;VIGENTE;504010;VENTA DE MOTOCICLETAS;51212;PAGADO
865155;8;76425465;1;CHILE LOGISTIC FOOD SPA;MERCED;838;OFICINA;COMERCIAL;23-01-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE LOGISTICA ALIMENTARIA A TRAVEZ DE UNA PLATAFORMA TECNOLOGICA;DEFINITIVA;06-03-2015;05-03-2016;VIGENTE;512290;VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.P.;22293;GIRADO
870551;8;76425606;9;PROFESIONALES EN SERVICIOS GENERALES SPA;HUERFANOS;1117;OFICINA;COMERCIAL;14-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA DE OBRAS MENORES;DEFINITIVA;16-10-2015;15-10-2016;VIGENTE;454000;OBRAS MENORES EN CONSTRUCCIÓN (CONTRATISTAS, ALBANILES, CARPINTEROS);69046;GIRADO
868825;7;76425625;5;SOCIEDAD TURISTICA SUN TRAVEL LIMITADA;AHUMADA;254;OFICINA;COMERCIAL;14-04-2015;CASA MATRIZ ;OFICINA DE SERVICIOS TURISTICOS INTEGRADOS;DEFINITIVA;17-08-2015;16-08-2016;VIGENTE;630400;AGENCIAS Y ORGANIZADORES DE VIAJES  ACTIVIDADES DE ASISTENCIA A TURISTAS N.C.P.;69046;GIRADO
866062;K;76425741;3;EMPRESA DE SERVICIOS KINESICOS SPA;MATIAS COUSIÑO;150;OFICINA;COMERCIAL;16-04-2015;CASA MATRIZ ;OFICINA ADMINISTRATIVA Y DOMICILIO TRIBUTARIO DE ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA;DEFINITIVA;21-04-2015;20-04-2016;VIGENTE;851990;OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA;22293;GIRADO
